Basis-of-record,Catalogue-number,Collection-code,Institution-code,Collector,Collector-number,Date-collected,Field-notes,Field-number,Type-status,Taxonomic-name,Identification-qualifier,Identified-by,Date-identified,Count,GenBank-number-s-,Lifestage,Remarks,Sex,Location,Specimen,Image,nematodes.FileImage,nematodes.joinCol,AllFiles_001.FileImage,AllFiles_001.joinCol
Occurrence,,,,None,T104,None,None,None,None,"<a href=/taxonomy/term/10647"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus flakkensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/675"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T104%20Pratylenchus%20flakkensis.zip,./Output/032-T104%20Pratylenchus%20flakkensis.zip,032-T104%20Pratylenchus%20flakkensis,./032-T104%20Pratylenchus%20flakkensis/T104 Pratylenchus flakkensis/100x0005.jpg,032-T104%20Pratylenchus%20flakkensis
Occurrence,,,,None,T104,None,None,None,None,"<a href=/taxonomy/term/10647"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus flakkensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/675"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T104%20Pratylenchus%20flakkensis.zip,./Output/032-T104%20Pratylenchus%20flakkensis.zip,032-T104%20Pratylenchus%20flakkensis,./032-T104%20Pratylenchus%20flakkensis/T104 Pratylenchus flakkensis/100x0000.jpg,032-T104%20Pratylenchus%20flakkensis
Occurrence,,,,None,T104,None,None,None,None,"<a href=/taxonomy/term/10647"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus flakkensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/675"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T104%20Pratylenchus%20flakkensis.zip,./Output/032-T104%20Pratylenchus%20flakkensis.zip,032-T104%20Pratylenchus%20flakkensis,./032-T104%20Pratylenchus%20flakkensis/T104 Pratylenchus flakkensis/100x0001.jpg,032-T104%20Pratylenchus%20flakkensis
Occurrence,,,,None,T104,None,None,None,None,"<a href=/taxonomy/term/10647"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus flakkensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/675"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T104%20Pratylenchus%20flakkensis.zip,./Output/032-T104%20Pratylenchus%20flakkensis.zip,032-T104%20Pratylenchus%20flakkensis,./032-T104%20Pratylenchus%20flakkensis/T104 Pratylenchus flakkensis/100x0003.jpg,032-T104%20Pratylenchus%20flakkensis
Occurrence,,,,None,T104,None,None,None,None,"<a href=/taxonomy/term/10647"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus flakkensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/675"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T104%20Pratylenchus%20flakkensis.zip,./Output/032-T104%20Pratylenchus%20flakkensis.zip,032-T104%20Pratylenchus%20flakkensis,./032-T104%20Pratylenchus%20flakkensis,032-T104%20Pratylenchus%20flakkensis
Occurrence,,,,None,T104,None,None,None,None,"<a href=/taxonomy/term/10647"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus flakkensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/675"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T104%20Pratylenchus%20flakkensis.zip,./Output/032-T104%20Pratylenchus%20flakkensis.zip,032-T104%20Pratylenchus%20flakkensis,./032-T104%20Pratylenchus%20flakkensis/T104 Pratylenchus flakkensis/100x0006.jpg,032-T104%20Pratylenchus%20flakkensis
Occurrence,,,,None,T104,None,None,None,None,"<a href=/taxonomy/term/10647"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus flakkensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/675"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T104%20Pratylenchus%20flakkensis.zip,./Output/032-T104%20Pratylenchus%20flakkensis.zip,032-T104%20Pratylenchus%20flakkensis,./032-T104%20Pratylenchus%20flakkensis/T104 Pratylenchus flakkensis/100x0007.jpg,032-T104%20Pratylenchus%20flakkensis
Occurrence,,,,None,T104,None,None,None,None,"<a href=/taxonomy/term/10647"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus flakkensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/675"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T104%20Pratylenchus%20flakkensis.zip,./Output/032-T104%20Pratylenchus%20flakkensis.zip,032-T104%20Pratylenchus%20flakkensis,./032-T104%20Pratylenchus%20flakkensis/T104 Pratylenchus flakkensis/100x0002.jpg,032-T104%20Pratylenchus%20flakkensis
Occurrence,,,,None,T104,None,None,None,None,"<a href=/taxonomy/term/10647"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus flakkensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/675"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T104%20Pratylenchus%20flakkensis.zip,./Output/032-T104%20Pratylenchus%20flakkensis.zip,032-T104%20Pratylenchus%20flakkensis,./032-T104%20Pratylenchus%20flakkensis/T104 Pratylenchus flakkensis,032-T104%20Pratylenchus%20flakkensis
Occurrence,,,,None,T104,None,None,None,None,"<a href=/taxonomy/term/10647"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus flakkensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/675"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T104%20Pratylenchus%20flakkensis.zip,./Output/032-T104%20Pratylenchus%20flakkensis.zip,032-T104%20Pratylenchus%20flakkensis,./032-T104%20Pratylenchus%20flakkensis/T104 Pratylenchus flakkensis/100x0010.jpg,032-T104%20Pratylenchus%20flakkensis
Occurrence,,,,None,T104a,None,None,None,None,"<a href=/taxonomy/term/10660"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 4</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/628"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T104a%20Pratylenchus%20sp.%204.zip,./Output/033-T104a%20Pratylenchus%20sp.%204.zip,033-T104a%20Pratylenchus%20sp.%204,./033-T104a%20Pratylenchus%20sp.%204/T104a Pratylenchus sp. 4/Captured5.jpg,033-T104a%20Pratylenchus%20sp.%204
Occurrence,,,,None,T104a,None,None,None,None,"<a href=/taxonomy/term/10660"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 4</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/628"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T104a%20Pratylenchus%20sp.%204.zip,./Output/033-T104a%20Pratylenchus%20sp.%204.zip,033-T104a%20Pratylenchus%20sp.%204,./033-T104a%20Pratylenchus%20sp.%204/T104a Pratylenchus sp. 4/Captured3.jpg,033-T104a%20Pratylenchus%20sp.%204
Occurrence,,,,None,T104a,None,None,None,None,"<a href=/taxonomy/term/10660"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 4</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/628"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T104a%20Pratylenchus%20sp.%204.zip,./Output/033-T104a%20Pratylenchus%20sp.%204.zip,033-T104a%20Pratylenchus%20sp.%204,./033-T104a%20Pratylenchus%20sp.%204/T104a Pratylenchus sp. 4/Captured 7.jpg,033-T104a%20Pratylenchus%20sp.%204
Occurrence,,,,None,T104a,None,None,None,None,"<a href=/taxonomy/term/10660"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 4</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/628"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T104a%20Pratylenchus%20sp.%204.zip,./Output/033-T104a%20Pratylenchus%20sp.%204.zip,033-T104a%20Pratylenchus%20sp.%204,./033-T104a%20Pratylenchus%20sp.%204/T104a Pratylenchus sp. 4/Captured6.jpg,033-T104a%20Pratylenchus%20sp.%204
Occurrence,,,,None,T104a,None,None,None,None,"<a href=/taxonomy/term/10660"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 4</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/628"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T104a%20Pratylenchus%20sp.%204.zip,./Output/033-T104a%20Pratylenchus%20sp.%204.zip,033-T104a%20Pratylenchus%20sp.%204,./033-T104a%20Pratylenchus%20sp.%204/T104a Pratylenchus sp. 4/Captured7.jpg,033-T104a%20Pratylenchus%20sp.%204
Occurrence,,,,None,T104a,None,None,None,None,"<a href=/taxonomy/term/10660"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 4</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/628"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T104a%20Pratylenchus%20sp.%204.zip,./Output/033-T104a%20Pratylenchus%20sp.%204.zip,033-T104a%20Pratylenchus%20sp.%204,./033-T104a%20Pratylenchus%20sp.%204/T104a Pratylenchus sp. 4/Captured 8.jpg,033-T104a%20Pratylenchus%20sp.%204
Occurrence,,,,None,T104a,None,None,None,None,"<a href=/taxonomy/term/10660"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 4</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/628"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T104a%20Pratylenchus%20sp.%204.zip,./Output/033-T104a%20Pratylenchus%20sp.%204.zip,033-T104a%20Pratylenchus%20sp.%204,./033-T104a%20Pratylenchus%20sp.%204/T104a Pratylenchus sp. 4/Captured2.jpg,033-T104a%20Pratylenchus%20sp.%204
Occurrence,,,,None,T104a,None,None,None,None,"<a href=/taxonomy/term/10660"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 4</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/628"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T104a%20Pratylenchus%20sp.%204.zip,./Output/033-T104a%20Pratylenchus%20sp.%204.zip,033-T104a%20Pratylenchus%20sp.%204,./033-T104a%20Pratylenchus%20sp.%204/T104a Pratylenchus sp. 4/Captured4.jpg,033-T104a%20Pratylenchus%20sp.%204
Occurrence,,,,None,T104a,None,None,None,None,"<a href=/taxonomy/term/10660"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 4</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/628"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T104a%20Pratylenchus%20sp.%204.zip,./Output/033-T104a%20Pratylenchus%20sp.%204.zip,033-T104a%20Pratylenchus%20sp.%204,./033-T104a%20Pratylenchus%20sp.%204/T104a Pratylenchus sp. 4/Captured 1.jpg,033-T104a%20Pratylenchus%20sp.%204
Occurrence,,,,None,T104a,None,None,None,None,"<a href=/taxonomy/term/10660"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 4</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/628"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T104a%20Pratylenchus%20sp.%204.zip,./Output/033-T104a%20Pratylenchus%20sp.%204.zip,033-T104a%20Pratylenchus%20sp.%204,./033-T104a%20Pratylenchus%20sp.%204,033-T104a%20Pratylenchus%20sp.%204
Occurrence,,,,None,T104a,None,None,None,None,"<a href=/taxonomy/term/10660"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 4</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/628"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T104a%20Pratylenchus%20sp.%204.zip,./Output/033-T104a%20Pratylenchus%20sp.%204.zip,033-T104a%20Pratylenchus%20sp.%204,./033-T104a%20Pratylenchus%20sp.%204/T104a Pratylenchus sp. 4,033-T104a%20Pratylenchus%20sp.%204
Occurrence,,,,None,T105,None,None,None,None,"<a href=/taxonomy/term/10647"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus flakkensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/676"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T105%20Pratylenchus%20flakkensis.zip,./Output/034-T105%20Pratylenchus%20flakkensis.zip,034-T105%20Pratylenchus%20flakkensis,./034-T105%20Pratylenchus%20flakkensis/T105 Pratylenchus flakkensis/100x0000.jpg,034-T105%20Pratylenchus%20flakkensis
Occurrence,,,,None,T105,None,None,None,None,"<a href=/taxonomy/term/10647"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus flakkensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/676"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T105%20Pratylenchus%20flakkensis.zip,./Output/034-T105%20Pratylenchus%20flakkensis.zip,034-T105%20Pratylenchus%20flakkensis,./034-T105%20Pratylenchus%20flakkensis/T105 Pratylenchus flakkensis/100x0003.jpg,034-T105%20Pratylenchus%20flakkensis
Occurrence,,,,None,T105,None,None,None,None,"<a href=/taxonomy/term/10647"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus flakkensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/676"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T105%20Pratylenchus%20flakkensis.zip,./Output/034-T105%20Pratylenchus%20flakkensis.zip,034-T105%20Pratylenchus%20flakkensis,./034-T105%20Pratylenchus%20flakkensis/T105 Pratylenchus flakkensis/100x0004.jpg,034-T105%20Pratylenchus%20flakkensis
Occurrence,,,,None,T105,None,None,None,None,"<a href=/taxonomy/term/10647"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus flakkensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/676"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T105%20Pratylenchus%20flakkensis.zip,./Output/034-T105%20Pratylenchus%20flakkensis.zip,034-T105%20Pratylenchus%20flakkensis,./034-T105%20Pratylenchus%20flakkensis,034-T105%20Pratylenchus%20flakkensis
Occurrence,,,,None,T105,None,None,None,None,"<a href=/taxonomy/term/10647"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus flakkensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/676"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T105%20Pratylenchus%20flakkensis.zip,./Output/034-T105%20Pratylenchus%20flakkensis.zip,034-T105%20Pratylenchus%20flakkensis,./034-T105%20Pratylenchus%20flakkensis/T105 Pratylenchus flakkensis,034-T105%20Pratylenchus%20flakkensis
Occurrence,,,,None,T105,None,None,None,None,"<a href=/taxonomy/term/10647"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus flakkensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/676"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T105%20Pratylenchus%20flakkensis.zip,./Output/034-T105%20Pratylenchus%20flakkensis.zip,034-T105%20Pratylenchus%20flakkensis,./034-T105%20Pratylenchus%20flakkensis/T105 Pratylenchus flakkensis/100x0002.jpg,034-T105%20Pratylenchus%20flakkensis
Occurrence,,,,None,T105,None,None,None,None,"<a href=/taxonomy/term/10647"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus flakkensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/676"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T105%20Pratylenchus%20flakkensis.zip,./Output/034-T105%20Pratylenchus%20flakkensis.zip,034-T105%20Pratylenchus%20flakkensis,./034-T105%20Pratylenchus%20flakkensis/T105 Pratylenchus flakkensis/100x0009.jpg,034-T105%20Pratylenchus%20flakkensis
Occurrence,,,,None,T105,None,None,None,None,"<a href=/taxonomy/term/10647"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus flakkensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/676"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T105%20Pratylenchus%20flakkensis.zip,./Output/034-T105%20Pratylenchus%20flakkensis.zip,034-T105%20Pratylenchus%20flakkensis,./034-T105%20Pratylenchus%20flakkensis/T105 Pratylenchus flakkensis/100x0012.jpg,034-T105%20Pratylenchus%20flakkensis
Occurrence,,,,None,T105,None,None,None,None,"<a href=/taxonomy/term/10647"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus flakkensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/676"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T105%20Pratylenchus%20flakkensis.zip,./Output/034-T105%20Pratylenchus%20flakkensis.zip,034-T105%20Pratylenchus%20flakkensis,./034-T105%20Pratylenchus%20flakkensis/T105 Pratylenchus flakkensis/Captured037.m4v,034-T105%20Pratylenchus%20flakkensis
Occurrence,,,,None,T105,None,None,None,None,"<a href=/taxonomy/term/10647"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus flakkensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/676"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T105%20Pratylenchus%20flakkensis.zip,./Output/034-T105%20Pratylenchus%20flakkensis.zip,034-T105%20Pratylenchus%20flakkensis,./034-T105%20Pratylenchus%20flakkensis/T105 Pratylenchus flakkensis/100x0011.jpg,034-T105%20Pratylenchus%20flakkensis
Occurrence,,,,None,T105,None,None,None,None,"<a href=/taxonomy/term/10647"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus flakkensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/676"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T105%20Pratylenchus%20flakkensis.zip,./Output/034-T105%20Pratylenchus%20flakkensis.zip,034-T105%20Pratylenchus%20flakkensis,./034-T105%20Pratylenchus%20flakkensis/T105 Pratylenchus flakkensis/100x0006.jpg,034-T105%20Pratylenchus%20flakkensis
Occurrence,,,,None,T105,None,None,None,None,"<a href=/taxonomy/term/10647"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus flakkensis</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/676"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/T105%20Pratylenchus%20flakkensis.zip,./Output/034-T105%20Pratylenchus%20flakkensis.zip,034-T105%20Pratylenchus%20flakkensis,./034-T105%20Pratylenchus%20flakkensis/T105 Pratylenchus flakkensis/100x0001.jpg,034-T105%20Pratylenchus%20flakkensis
